reviewId,content,score,stemmed_text,sentiment_score_based,sentiment_textblob,sentiment_vader,sentiment_ensemble,textblob_polarity,vader_compound
97032981-14dd-4c0a-b7e6-c46c2d9bcee2,cepat prosesnya,5,cepat proses,positive,neutral,neutral,neutral,0.0,0.0
068d328c-3024-4292-b3f2-19b241e44067,memudahkan saya transaksi,5,mudah transaksi,positive,neutral,neutral,neutral,0.0,0.0
ce9648e5-b8c4-4e15-9b4c-7f88a6c706ca,saya puas,5,puas,positive,neutral,neutral,neutral,0.0,0.0
3d097102-c59c-4d8b-b3f8-f65dcb151756,bagus banget,5,bagus banget,positive,neutral,neutral,neutral,0.0,0.0
9576dac7-186d-437a-9e10-254e43d4faa1,sangat baik,5,sangat baik,positive,neutral,neutral,neutral,0.0,0.0
30a274c3-a6b4-47d8-85bf-41056c08274f,baik,3,baik,neutral,neutral,neutral,neutral,0.0,0.0
d6457f46-8c9d-4e0e-b7dd-271cd288d33e,kerenn,5,kerenn,positive,neutral,neutral,neutral,0.0,0.0
eaab4bf4-d33e-44de-bd70-e86dc0b084da,terbaik,5,baik,positive,neutral,neutral,neutral,0.0,0.0
32bd8e12-8f63-4048-b907-1e543d61a3f3,luar biasa mantaaaabz,5,luar biasa mantabz,positive,neutral,neutral,neutral,0.0,0.0
5179423c-0889-446f-9728-fc9dcb9cef48,good,5,good,positive,positive,positive,positive,0.7,0.4404
2c3accba-fa51-415e-b99a-92f696ad01ae,wajib di download...,5,wajib download,positive,neutral,neutral,neutral,0.0,0.0
08d21a77-5ca4-45a2-b271-aa5a72a4a24b,baik,5,baik,positive,neutral,neutral,neutral,0.0,0.0
1ddff964-74a1-4df3-a2f6-735cb0c05bf8,mantap,5,mantap,positive,neutral,neutral,neutral,0.0,0.0
5c10d525-bfc5-4666-8e82-b94808c63986,ewallet ter the best,5,ewallet ter the best,positive,positive,positive,positive,1.0,0.6369
35d28fe0-d0b8-45b5-bf5d-effd0b363e85,baguss sekali,5,baguss sekali,positive,neutral,neutral,neutral,0.0,0.0
870848f5-b716-442f-a1db-a0a35e176e09,sangat membantu,4,sangat bantu,positive,neutral,neutral,neutral,0.0,0.0
97382b5b-2685-46c1-98ee-33f835e2e60a,snang pakainya gratis transfer..jdin sangat membantu,5,snang pakai gratis transfer jdin sangat bantu,positive,neutral,positive,positive,0.0,0.0516
ddf0f871-0a63-4e81-aa33-98e39c3d9a0b,mantap dan Joooosss.... transaksi lancar,5,mantap jos transaksi lancar,positive,neutral,neutral,neutral,0.0,0.0
531b741c-b60e-4b9e-a8a1-a3a20fe31451,sangat bermanfaat,5,sangat manfaat,positive,neutral,neutral,neutral,0.0,0.0
2f7a4e6e-e1cc-48f7-b5d1-c2f592797528,baik,4,baik,positive,neutral,neutral,neutral,0.0,0.0
7a33e81a-ff68-4c5a-a0e6-034485ccf9ca,"bagus tidak loading ,semoga bisa menjaga keamanan uang",5,bagus loading moga jaga aman uang,positive,neutral,neutral,neutral,0.0,0.0
39400578-4172-4c4f-9ae2-b6eb593d0147,bagus,5,bagus,positive,neutral,neutral,neutral,0.0,0.0
8ba3cc1f-801e-4994-80f0-5221669280d3,mantap,5,mantap,positive,neutral,neutral,neutral,0.0,0.0
1aaa39bf-49b6-42d0-8f04-a2041d490135,bagus banget,5,bagus banget,positive,neutral,neutral,neutral,0.0,0.0
06688632-92d4-446d-a92b-8596f9da7269,SeaBank dapat menjadi pilihan yang baik bagi mereka yang mencari layanan perbankan digital dengan suku bunga yang kompetitif dan integrasi dengan Shopee.,5,seabank jadi pilih baik cari layan perban digital suku bunga kompetitif integrasi shopee,positive,neutral,neutral,neutral,0.0,0.0
e81fbce8-5dba-4079-9fdb-073c40041bf0,ini hoaaak jg gak sama dgn promosix...,1,hoak sama promosix,negative,neutral,neutral,neutral,0.0,0.0
b378e4d6-a298-40f8-bf0f-fc6580b0528d,bagus,5,bagus,positive,neutral,neutral,neutral,0.0,0.0
0c32154b-422c-4905-8321-8f15dfa09ffa,transfer sat set,5,transfer sat set,positive,neutral,neutral,neutral,0.0,0.0
dac411f0-3dbc-40aa-81b2-03db462897e7,senang bgt 😍,5,senang banget,positive,neutral,neutral,neutral,0.0,0.0
9d2ccaab-8d42-410c-a2e0-c57ca7a1340f,apk yg sangat membantu trimakasih buat seaBank,5,apk sangat bantu trimakasih buat seabank,positive,neutral,neutral,neutral,0.0,0.0
b7308d8c-878a-4191-ab1a-e15cb169e970,mantap,5,mantap,positive,neutral,neutral,neutral,0.0,0.0
ab682c38-561d-46fa-b7b0-93405c6789c4,kirim kesemua gratis 🥰🥰,5,kirim semua gratis,positive,neutral,positive,positive,0.0,0.0516
021d1d61-d0bc-4a5c-993c-d100f818c331,good,5,good,positive,positive,positive,positive,0.7,0.4404
0e6d54bd-4f1d-47b2-ba27-88ff310e8449,Pembayaran Shopee jadi lebih mudah,5,bayar shopee jadi lebih mudah,positive,neutral,neutral,neutral,0.0,0.0
0808b170-b2da-4859-9fb9-afb32c5646f1,Sangat membantu dan memudahkan transaksi,5,sangat bantu mudah transaksi,positive,neutral,neutral,neutral,0.0,0.0
bb2fc900-6446-45a5-911e-196140020e11,senang bisa menggunakan seabank,5,senang guna seabank,positive,neutral,neutral,neutral,0.0,0.0
dcb079e5-42bd-4c66-adec-d8a94f5b4f7d,baik,4,baik,positive,neutral,neutral,neutral,0.0,0.0
552553c7-6100-4d5f-b3ed-38b8131791c9,sangat baik dan ramah,5,sangat baik ramah,positive,neutral,neutral,neutral,0.0,0.0
bfda3b35-fae1-4ee2-b9db-45f6d6eed0fe,semoga aman tidak mudah jebol server,5,moga aman mudah jebol server,positive,neutral,neutral,neutral,0.0,0.0
b14d2fd3-a51b-49d8-84a6-230f098d311e,mudah dan praktis,5,mudah praktis,positive,neutral,neutral,neutral,0.0,0.0
962517af-03f3-4384-94fb-a4715dc09e47,oke saya kagum dengan seabank,5,oke kagum seabank,positive,neutral,neutral,neutral,0.0,0.0
48e5e42c-6e94-4ab9-9a55-548ace8b6f08,"Aplikasi perbankan yg sangat membantu, mudah dan bebas biaya admin",5,aplikasi perban sangat bantu mudah bebas biaya admin,positive,neutral,neutral,neutral,0.0,0.0
c1075444-8e24-4475-adbe-f81022190b48,mantab,5,mantab,positive,neutral,neutral,neutral,0.0,0.0
10522184-f6b1-473d-a1c2-1e883891b16c,kak mohon di perbaiki saya tidak bisa log in akun tertulis kesalahan pada jaringan coba lagi nanti udah hubungi cs lewat email .,3,kak mohon baik log akun tulis salah jaring coba hubung lewat email,neutral,neutral,neutral,neutral,0.0,0.0
8409da4c-f9e4-4a10-8f4c-edcc5f46d446,"Baru coba aplikasi seabank Mudah""an Bisa Membantu",5,baru coba aplikasi seabank mudah bantu,positive,neutral,neutral,neutral,0.0,0.0
a108b92c-a835-410b-9df1-34ffb2d2dbbe,sangat mempermudah saya dalam transaksi,5,sangat mudah transaksi,positive,neutral,neutral,neutral,0.0,0.0
e14dcf9e-17b7-486c-9884-7aee0aff96bd,"aplikasi sangat baik, tidak perlu antre di kantor",5,aplikasi sangat baik perlu antre kantor,positive,neutral,neutral,neutral,0.0,0.0
290eed4c-2fc5-473b-8419-1a06320ccf0b,simple...,5,simple,positive,neutral,neutral,neutral,0.0,0.0
3aae58ad-498d-4891-a427-8d09fb0406f3,kirim lebih cepat dan mudah,5,kirim lebih cepat mudah,positive,neutral,neutral,neutral,0.0,0.0
2b08571e-5607-458f-b78e-f9a41d4a4dd0,sangat membantu,5,sangat bantu,positive,neutral,neutral,neutral,0.0,0.0
e1787845-059d-48ce-bf94-8d3f3943b117,the best,5,the best,positive,positive,positive,positive,1.0,0.6369
f9899798-0a7d-4919-8b63-d7cd604c54e5,top pokok nya MH👍👍,5,top pokok nya,positive,positive,positive,positive,0.5,0.2023
c9793b09-b914-445b-8f2b-13ef5e36e457,mempermudah transaksi,4,mudah transaksi,positive,neutral,neutral,neutral,0.0,0.0
ee864662-0083-4a63-beaa-8b2caf89e0d8,"top signifikan perkemabngannya, terimakasih atas kenyamanan nya, apk ini sangat membantu bangett. bebas iklan, bug ataupun lelet, puas ketika dijalankan aplikasinya dan membuka semua fitur2nya. Namun disayangkan sering ketika dipakai terkadang agak"" susah membukanya pas saat koneksi lagi jelek / tidak stabil,terkadang loadingnya lambat banget dan cuman berputar putar saja.. aku kira cuman hal seperti itu yang biasa terjadi di apps ini dan aplikasinya sudah berjalan dengan baik, berguna skali .",5,top signifikan perkemabngannya terimakasih atas nyaman nya apk sangat bantu bangett bebas iklan bug atau lelet puas jalan aplikasi buka semua sayang sering pakai terkadang susah buka pas koneksi jelek stabil terkadang loadingnya lambat banget cuman putar putar aku kira cuman biasa jadi apps aplikasi jalan baik guna skali,positive,positive,positive,positive,0.5,0.2023
14bbf7e0-c869-4d41-a0f3-d8241ff2c630,mantab,5,mantab,positive,neutral,neutral,neutral,0.0,0.0
9401b75f-9935-4e4b-b136-73543708c3f2,"Asalkan foto nya jelas,jaringan nya bagus bisa langsung buat rekening aktif,,bunga tabungan dan deposito sangat tinggi,sehingga dana yang biasa nya hanya mengendap dan dipotong setiap bulan di perbankan lain disini selalu bertambah terus malah. cuan terus menyala dah pokok nya aplikasi seabank ini .ini adalah pilihan terbaik bank digital yg selalu mengikuti teknologi digital. coba aja bisa dijadikan bank payroll gaji jadi semakin mantap kedepan nya pasti nya semoga jalan terus ini",5,asal foto nya jelas jaring nya bagus langsung buat rekening aktif tabung deposito sangat tinggi dana biasa nya endap potong bulan perban sini selalu tambah terus malah cuan terus nyala pokok nya aplikasi seabank pilih baik bank digital selalu ikut teknologi digital coba aja jadi bank payroll gaji jadi makin mantap depan nya nya moga jalan terus,positive,neutral,neutral,neutral,0.0,0.0
1964f3c7-a77b-400f-bb42-f6cccb3aec6b,tapi apk ini harus membayar 💰 gak,5,apk bayar,positive,neutral,neutral,neutral,0.0,0.0
923b8017-5392-4d65-ad9e-bf5e8826fcce,"ada in itu dong min, target menabung yang gak bisa ditarik sesuai tanggal yang ditentukan pengen banget ada itu fitur karena seabank saya nyambung sama shopee jadi boros belanja mulu gak sempet menabung, tolong dong min🙏🙏😅",5,dong min target tabung tarik sesuai tanggal tentu ken banget fitur seabank nyambung sama shopee jadi boros belanja mulu sempet tabung dong,positive,neutral,neutral,neutral,0.0,0.0
41ae6357-07b9-4543-9fd0-a9801f29243f,mntap,3,mntap,neutral,neutral,neutral,neutral,0.0,0.0
f59dd627-0e5a-4c90-82a6-8be1610084f5,bagus cepat praktis gratis tf,5,bagus cepat praktis gratis,positive,neutral,positive,positive,0.0,0.0516
f40cbcfc-70e6-4ca1-a709-2f65e76badd9,Sangat membantu dalam bertransaksi jual beli Saya.,5,sangat bantu transaksi jual beli,positive,neutral,neutral,neutral,0.0,0.0
2197113d-9e50-4808-857d-a225f6250170,bagus saya suka pakai seabank bisa bantu,5,bagus suka pakai seabank bantu,positive,neutral,neutral,neutral,0.0,0.0
e848e53c-0e1f-4cfb-8b1d-6860bf835ef8,bagus,5,bagus,positive,neutral,neutral,neutral,0.0,0.0
9311c68b-bd25-4847-b552-3dd99a916a68,Alhamdulillah mempermudah trf tanpa admin,5,alhamdulillah mudah trf admin,positive,neutral,neutral,neutral,0.0,0.0
345f944f-78ae-493c-92ef-a56d6415be08,keren,5,keren,positive,neutral,neutral,neutral,0.0,0.0
48a3766d-a248-411c-a4ee-614410353f60,seabank memang yang terbaik. biar bintang yang menilai nya🙏🙏🙏,5,seabank memang baik biar bintang nilai,positive,neutral,neutral,neutral,0.0,0.0
0d3c0714-d4da-4349-aa92-425f8d43e44a,proses mudah dan cepat,4,proses mudah cepat,positive,neutral,neutral,neutral,0.0,0.0
4d3c6086-08a0-4c86-9992-35a9b995c995,baik,5,baik,positive,neutral,neutral,neutral,0.0,0.0
63072377-685e-4bdd-8f9d-5b2ee0f6fac5,"selama pake seabank, puas untuk saat ini, terus kembangkan lagi tanpa henti biar lebih puas",5,lama pake seabank puas terus kembang henti biar lebih puas,positive,neutral,neutral,neutral,0.0,0.0
d25b5f5c-33f8-4583-a04a-d885d80ecee6,good,5,good,positive,positive,positive,positive,0.7,0.4404
f1d28abf-2395-4062-8dd1-60fbd0e5aad8,mantap lah,5,mantap lah,positive,neutral,neutral,neutral,0.0,0.0
d6650f3b-94fe-4cfc-9ed3-5811800a30a5,"Sangat terbantu,terima kasih😚🥰",5,sangat bantu terima,positive,neutral,neutral,neutral,0.0,0.0
c45e36c9-fba3-4490-97b4-6c16ea2158b5,keren gratis nya banyak 👏🥰,5,keren gratis nya banyak,positive,neutral,positive,positive,0.0,0.0516
8b8d8c68-1d04-4009-b6a9-639017dcd516,mantap sekali,5,mantap sekali,positive,neutral,neutral,neutral,0.0,0.0
53657d8f-2272-4fbc-b6cf-cb174c06e24f,aku pengguna seabank asal kota medan. aku kesal kali lihat indomaret... asal mau tarik tunai bilang nya uang engga ada bang baru setoran... cari indomaret baru sama juga judul nya.. ada lagi indomaret maret cemas.. kalo terek tunai banyak engga bis ya bang.. kalo mau 50 ada bang tapi kalu tarek 2jt ndak bisa ya bang... kan anjin9. tolong lah buatan dulu atm seabank di sekitar kota medan.. muak kali aku lihat indomaret asal mau terek tunai engga ada uang kami bang...,1,aku guna seabank asal kota medan aku kesal kali lihat indomaret asal mau tarik tunai bilang nya uang engga bang baru setor cari indomaret baru sama judul nya indomaret maret cemas kalau rek tunai banyak engga bis bang kalau mau bang kalu tarek ndak bang kan lah buat dulu atm seabank kota medan muak kali aku lihat indomaret asal mau rek tunai engga uang bang,negative,neutral,neutral,neutral,0.0,0.0
9ac4b571-f8b9-47a9-ba16-a1571ab28038,saya suka sekali,2,suka sekali,negative,neutral,neutral,neutral,0.0,0.0
ce011660-d43a-40d5-8cd9-496f54f052ea,"Mudah mudahan dgn memiliki apk seabank untuk memanage keuangan pribadi saya ,dengan seabank nanti nya atau kedepannya bisa membantu saya untuk menjadikan keuangan saya dalam menabung keuangan saya jadi aman dan terkendali",5,mudah mudah milik apk seabank memanage uang pribadi seabank nya depan bantu jadi uang tabung uang jadi aman kendali,positive,neutral,neutral,neutral,0.0,0.0
d3f2d559-1f61-4ec3-b60c-6bce37464d01,bagus,5,bagus,positive,neutral,neutral,neutral,0.0,0.0
d1274d29-de5b-4e93-b1d4-66a242ef5a99,jangan sekali² buat akun seabank saya qris udah 5 hari gak ada kemajuan cs-nya bilang gitu² doang kayak sia-disia gur darin pokok nya jangan daftar seabank,1,jangan buat akun seabank qris hari maju bilang doang kayak gur darin pokok nya jangan daftar seabank,negative,neutral,neutral,neutral,0.0,0.0
0b460014-bc31-418e-9a5e-741fbb94aff5,MANTAP,5,mantap,positive,neutral,neutral,neutral,0.0,0.0
ea565a90-78e3-4bb1-a245-c4a382cba273,mantul,5,mantul,positive,neutral,neutral,neutral,0.0,0.0
858bc23a-e172-44f8-a998-66ae758a88bb,jos,5,jos,positive,neutral,neutral,neutral,0.0,0.0
5d2b2cc2-8f6a-4598-a5d0-f06b0071ad2e,mantap sekali asli,5,mantap sekali asli,positive,neutral,neutral,neutral,0.0,0.0
8b31083b-3d45-4c95-8c42-ac526022bea8,sangat memuaskan gampang di gunakan semoga tetap amanah selalu,5,sangat muas gampang guna moga tetap amanah selalu,positive,neutral,neutral,neutral,0.0,0.0
1114df7b-d6a1-449a-b9c9-8785e3307298,good,5,good,positive,positive,positive,positive,0.7,0.4404
a5c1fb6d-e061-4b57-a85c-114e95b4095b,bagus,5,bagus,positive,neutral,neutral,neutral,0.0,0.0
0671fc29-a286-47ef-a53c-42a046ec2db9,mantap,5,mantap,positive,neutral,neutral,neutral,0.0,0.0
2811bba8-42a0-469d-b634-ca097b3efdd4,bisakah seabank memberi dana pinjaman atau dana cicil bagi pengguna seabank?,5,bisa seabank beri dana pinjam dana cicil guna seabank,positive,neutral,neutral,neutral,0.0,0.0
3ffb027e-52db-49b7-9090-fa5d9fb20735,"Puas perkembangannya, selalu memberikan peningkatan layanannya, berjalan oke tanpa iklan, tdk ada bug & lelet sehingga enak bertransaksi dan menjelajahi setiap detail dari menu""nya.. Namun sayang sekali ada beberapa fitur-menu tsb gak terlalu dipahami/ kegunaannya atau maksudnya,,tapi ada beberapa dr fitur fitur yang sering digunakan & hampir setiap saat dpake misalnya pengisian token, transfer dr pengalaman semua sukses,gak suka pending.sobat"" bisa menikmati free saat transfer uang ..",5,puas kembang selalu beri tingkat layan jalan oke iklan bug lelet enak transaksi jajah detail menu nya sayang sekali beberapa tsb terlalu guna maksud beberapa fitur fitur sering guna hampir dpake misal isi token transfer alam semua sukses suka nikmat free transfer uang,positive,positive,positive,positive,0.4,0.5106
bed49405-19d9-41f0-ba3d-6e8a7098a971,manatap,5,manatap,positive,neutral,neutral,neutral,0.0,0.0
45e2d72e-2cf5-412f-b458-96a9e8844585,kok seabank pinjam saya belum muncul y,5,kok seabank pinjam muncul,positive,neutral,neutral,neutral,0.0,0.0
d6fdd975-7a8c-4ef4-aac1-f36a18ef0216,"adm tolong dibuka pemblokiran seabank saya atas nama mariana, knp susah sangat mau login aja",1,adm buka blokir seabank atas nama mariana susah sangat mau login aja,negative,neutral,neutral,neutral,0.0,0.0
d7c119c8-71b0-4185-a9eb-87a6510458d2,mantap,5,mantap,positive,neutral,neutral,neutral,0.0,0.0
1ea3884e-9b24-4536-bde9-f836a0ed6c12,bagus,5,bagus,positive,neutral,neutral,neutral,0.0,0.0
65b75730-eff1-498c-8211-b180d6f48d3f,sangat baik,5,sangat baik,positive,neutral,neutral,neutral,0.0,0.0
59d36cbc-9c41-4a43-abd2-d00a64c580fa,KEREN ABIS. BANK YG GAK NEKONEKO.MENGUNTUNGKAN.TERIKASIH SEABANK🤝🏻🤙🏻,5,keren abis bank,positive,neutral,neutral,neutral,0.0,0.0
4ac1fcf5-38c7-4a18-be10-d4006d4b8a53,Suka banget,5,suka banget,positive,neutral,neutral,neutral,0.0,0.0
ef338925-e63a-4e09-aa5a-bf2a1f471d93,"Asli bertambah baik kawan,perpaduan keamanan,kenyamanan semua ada di apps ini, lancar jaya, bebas iklan, bug ataupun lemot, baguss ketika dijalankan & membuka semua fitur2nya. Tapi disayangkan sering ketika dipakai terkadang agak"" susah membukanya pas saat koneksi lagi jelek / tidak stabil, terkadang loadingnya lambat sekali dan cuma berputar putar aja. mungkin cuman hal seperti itu yg biasa terjadi di apps ini dan aplikasinya sudah berjalan dengan Mantul, apllnya berfungsi sesuai harapan.",5,asli tambah baik kawan padu aman nyaman semua apps lancar jaya bebas iklan bug atau lot baguss jalan buka semua sayang sering pakai terkadang susah buka pas koneksi jelek stabil terkadang loadingnya lambat sekali cuma putar putar aja mungkin cuman biasa jadi apps aplikasi jalan mantul apllnya fungsi sesuai harap,positive,neutral,neutral,neutral,0.0,0.0
66ebfcb3-8477-456e-8b8e-49654c45d7ca,biar bintang yg kata,5,biar bintang kata,positive,neutral,neutral,neutral,0.0,0.0
ac89ce8c-cec1-4fd9-9bba-1a03eb94c3cb,puass,4,puass,positive,neutral,neutral,neutral,0.0,0.0
a240c703-799e-47e0-818c-7a2f1d4e76eb,bunga bank dapat tiap hari seabank mantap,5,bunga bank tiap hari seabank mantap,positive,neutral,neutral,neutral,0.0,0.0
f1f669a8-d5b6-401f-960f-34e13a1dbf98,"gratis tanpa biaya admin , pengiriman cepat",5,gratis biaya admin kirim cepat,positive,neutral,positive,positive,0.0,0.0516
b9a4451d-edb8-4201-b6af-f3a2b4ceee36,mantap,5,mantap,positive,neutral,neutral,neutral,0.0,0.0
fd5fd68a-9b15-45b7-b0a4-2ad159f5a8eb,Good Job,5,good job,positive,positive,positive,positive,0.7,0.4404
fc374681-2704-4d39-a21d-65842c2f2839,baik,5,baik,positive,neutral,neutral,neutral,0.0,0.0
a4502444-238b-44f5-9b0f-fed098242100,mantap,5,mantap,positive,neutral,neutral,neutral,0.0,0.0
ca9deb19-7fb5-4ec7-be27-3fff85af6765,sangat cepat,5,sangat cepat,positive,neutral,neutral,neutral,0.0,0.0
20efe805-713e-4b55-9506-a4cd8ab43a65,sangat bagus,5,sangat bagus,positive,neutral,neutral,neutral,0.0,0.0
d89ee5e9-8743-4f7b-a8f5-9bea08b06b10,baik,5,baik,positive,neutral,neutral,neutral,0.0,0.0
422d77c9-1a7d-41c3-8b27-6ba8715c449c,"sangat bagus dan memudahkan transaksi tanpa biaya administrasi, sekalaund tingkatkan lagi",4,sangat bagus mudah transaksi biaya administrasi sekalaund tingkat,positive,neutral,neutral,neutral,0.0,0.0
5b4d271d-da9b-4ef4-8cbb-ac9c2173bb41,"sangat baik,",5,sangat baik,positive,neutral,neutral,neutral,0.0,0.0
24076b10-57f6-4402-a699-4ddb09b61e2a,"nyesel aku download seabank.ga jls banget.tiba"" gak bisa masuk padahal udah masukin PIN sama pasword ttap jga gak login.trus tiba"" terblokir",1,nyesel aku download jls masuk padahal masukin pin sama pasword ttap jga tiba blokir,negative,neutral,neutral,neutral,0.0,0.0
db30dde9-e709-4cd7-b698-5f6d0f964972,sangat membantu,5,sangat bantu,positive,neutral,neutral,neutral,0.0,0.0
d0cccd92-4f55-42ce-9243-c708fe7fbe48,oke,5,oke,positive,neutral,neutral,neutral,0.0,0.0
0be40173-d877-4fab-9d4b-e58d642da07e,"penggunaan mudah, simple.",5,guna mudah simple,positive,neutral,neutral,neutral,0.0,0.0
db6296c9-47fd-40da-b3d7-2308fca39ed5,bagus cepat,5,bagus cepat,positive,neutral,neutral,neutral,0.0,0.0
b19d9cba-52c9-4421-a2b2-1bc5275f335e,"asli baik terimaksih semua keamanahan anda, apk ini sangat bermanfaat sekali, bebas iklan, bug ataupun lemot,cepat ketika dijalankan aplikasinya dan membuka semua fitur2nya. Namun sayang juga ya, sering ketika dipakai terkadang agak"" susah membukanya pas saat koneksi lagi jelek / tidak stabil, terkadang loadingnya lambat sekali dan cuman berputar putar saja. aku kira cuman hal seperti ini yang biasa terjadi di apps nya dan aplikasinya sudah berjalan dengan mantap, aplikasinya berfungsi dgn oke",5,asli baik terimaksih semua amanah apk sangat manfaat sekali bebas iklan bug atau lot cepat jalan aplikasi buka semua sayang sering pakai terkadang susah buka pas koneksi jelek stabil terkadang loadingnya lambat sekali cuman putar putar aku kira cuman biasa jadi apps nya aplikasi jalan mantap aplikasi fungsi oke,positive,neutral,neutral,neutral,0.0,0.0
c5fa7838-d71a-4913-a073-01e358e9a5ff,kenapa saya nyoba masuk akun seabank dak bisa min padahal saya udah punya akun seabank.,4,nyoba masuk akun seabank dak min padahal punya akun seabank,positive,neutral,neutral,neutral,0.0,0.0
e87c2ddc-5c5a-4054-b561-1860995973af,cepet bnyak gratis nya kalo mau tf download gk nyesel deh,5,cepet bnyak gratis nya kalau mau download nyesel deh,positive,neutral,positive,positive,0.0,0.0516
1875edb2-fad9-4cad-b7c6-ac675dd6b472,mantap,4,mantap,positive,neutral,neutral,neutral,0.0,0.0
1afb004b-ab3f-4e1d-8272-640d5c87b15b,top,5,top,positive,positive,positive,positive,0.5,0.2023
40e10051-c409-415c-b20a-a4f26e0c3f86,rekomended,5,rekomended,positive,neutral,neutral,neutral,0.0,0.0
3e10765e-eb16-4926-b2f4-31b710e24ceb,sangat memuaskan,5,sangat muas,positive,neutral,neutral,neutral,0.0,0.0
10558ea2-b951-480f-a2dc-50672697453a,sangat membantu,5,sangat bantu,positive,neutral,neutral,neutral,0.0,0.0
e0a89dee-7d7d-486e-ad5a-decdba50a199,memuaskan pake Seabank,5,muas pake seabank,positive,neutral,neutral,neutral,0.0,0.0
6b68d3ac-3f5f-4b46-8c97-4f63dd64104c,sangat membantu,5,sangat bantu,positive,neutral,neutral,neutral,0.0,0.0
fa78775e-f24e-442e-91e4-ce2d9b3656a7,sangat membantu sekali,5,sangat bantu sekali,positive,neutral,neutral,neutral,0.0,0.0
590efb31-2486-4984-bd55-e6a501882f06,terima kasih,5,terima kasih,positive,neutral,neutral,neutral,0.0,0.0
cfe05db9-d816-4600-9cc2-5bc9de0b28ac,mantappp,5,mantap,positive,neutral,neutral,neutral,0.0,0.0
25da9c26-4efd-4257-813c-89b954407b4c,yowww,5,yow,positive,neutral,neutral,neutral,0.0,0.0
8718b522-c780-4d54-988f-5ab8cd81e0e9,NICE TRY,4,nice try,positive,positive,positive,positive,0.6,0.4215
535901f9-a6cf-4733-8766-42a7d0df78f3,mencoba untuk yg terbai ek buat kita semua nya,5,coba terbai buat semua nya,positive,neutral,neutral,neutral,0.0,0.0
c67ffa77-f1f0-4843-b832-e0b30c58a1b5,"simple😌, praktis, aman",5,praktis aman,positive,neutral,neutral,neutral,0.0,0.0
7cfad3a0-b37b-45e3-a3af-db415e028cb9,"bagus,sempurna,menguntungkan",5,bagus sempurna untung,positive,neutral,neutral,neutral,0.0,0.0
da191bbc-fb96-4d63-b5da-395c7597c43c,good,5,good,positive,positive,positive,positive,0.7,0.4404
bdb36aad-248d-4465-98ad-4ec8690dab79,asli ini aplikasi simpel dan mudah digunakan sekali mantap,5,asli aplikasi simpel mudah guna sekali mantap,positive,neutral,neutral,neutral,0.0,0.0
63b01462-55fb-4a86-b250-c5ae80c1ec89,sangat membantu dan dapat di percaya.. terimakasih seaBank,5,sangat bantu percaya terimakasih seabank,positive,neutral,neutral,neutral,0.0,0.0
e19e9d48-898f-4110-b7bb-ad2eb82f5cc2,semoga tambah limit pinjaman wkwk,5,moga tambah limit pinjam wkwk,positive,neutral,neutral,neutral,0.0,0.0
76d3fb1e-0cdd-4103-8d58-d06649d68b32,bagus dah pokonya,5,bagus poko,positive,neutral,neutral,neutral,0.0,0.0
b76cf606-1f30-4294-b978-6f1d9a52aeb4,sangat bagus dan memuaskan,5,sangat bagus muas,positive,neutral,neutral,neutral,0.0,0.0
e7220e76-c850-4b37-ad04-739c2eb07f0b,terlalu jadul otp nya via sms nomorna udah gak aktip. kenapa gak via wa saja otp nya ???,1,terlalu jadul otp nya via sms nomorna aktip via otp nya,negative,neutral,neutral,neutral,0.0,0.0
c08f5a76-575a-444e-9d6b-682df25aa268,bgus,5,bgus,positive,neutral,neutral,neutral,0.0,0.0
0fb657c6-3b43-4f98-9096-242b228df603,nyaman banget siii pake aplikasi ini,5,nyaman banget si pake aplikasi,positive,neutral,neutral,neutral,0.0,0.0
f1bf39c4-5b52-402a-8b1f-f6e361491b9a,tingkatkan keamanan,5,tingkat aman,positive,neutral,neutral,neutral,0.0,0.0
086403d3-a74f-4e92-8c4a-a2833aeb184b,good buat bisnis dan keperluan lain,5,good buat bisnis perlu,positive,positive,positive,positive,0.7,0.4404
3e25d920-b6b6-44af-8a68-df6f7377abd1,bagus. special. excellent. top,5,bagus special excellent top,positive,positive,positive,positive,0.6190476190476191,0.802
929b9cb9-ec63-43cc-8aed-da03946c8a9c,bagus dan cepat,5,bagus cepat,positive,neutral,neutral,neutral,0.0,0.0
8b9304e5-0660-4d02-bf0f-9fa8aa7af135,sangat gampang dan gak ribet,5,sangat gampang ribet,positive,neutral,neutral,neutral,0.0,0.0
821b0fda-0a3e-4c8f-a721-7374134a0032,mantapp,5,mantapp,positive,neutral,neutral,neutral,0.0,0.0
5e627e9a-52a2-4477-bacf-61808f8d00ac,membantu saya dalam transaksi jadi lebih muda,4,bantu transaksi jadi lebih muda,positive,neutral,neutral,neutral,0.0,0.0
637358bb-81b9-4178-8d89-69cbac3cef74,bagus banget aplikasi nya...,5,bagus banget aplikasi nya,positive,neutral,neutral,neutral,0.0,0.0
5c11e8ae-9ba8-4e73-a2e3-bbf284e99565,mantap super mantap seabank sangat memuaskan,5,mantap super mantap seabank sangat muas,positive,positive,positive,positive,0.3333333333333333,0.5994
074b84e1-abf3-4a0f-b64b-bcc2a248a020,Memuaskan,5,muas,positive,neutral,neutral,neutral,0.0,0.0
